no  date                                dataset modelname  dropout optimizer learningrate decay    epochs  testloss  testaccuracy  trainloss  trainaccuracy
0   2020-02-24 20:54:13.924456+00:00    mnist     basic     0.20      adam        0.0010  0.00100       5  0.167066        0.9517   0.314080       0.909167
1   2020-02-24 20:54:13.924456+00:00    mnist     basic     0.20      adam        0.0010  0.00100       5  0.134435        0.9618   0.175736       0.949117
2   2020-02-24 20:54:13.924456+00:00    mnist     basic     0.20      adam        0.0010  0.00100       5  0.119750        0.9639   0.148208       0.957033
3   2020-02-24 20:54:13.924456+00:00    mnist     basic     0.20      adam        0.0010  0.00100       5  0.112024        0.9656   0.133642       0.961767
4   2020-02-24 20:54:13.924456+00:00    mnist     basic     0.20      adam        0.0010  0.00100       5  0.107146        0.9672   0.123100       0.964083
5   2020-02-24 22:30:24.446695+00:00    mnist       cnn     0.15      adam        0.0001  0.00010       5  0.169770        0.9494   0.388616       0.894150
6   2020-02-24 22:30:24.446695+00:00    mnist       cnn     0.15      adam        0.0001  0.00010       5  0.102187        0.9693   0.155508       0.954383
7   2020-02-24 22:30:24.446695+00:00    mnist       cnn     0.15      adam        0.0001  0.00010       5  0.079344        0.9748   0.110422       0.968183
8   2020-02-24 22:30:24.446695+00:00    mnist       cnn     0.15      adam        0.0001  0.00010       5  0.067123        0.9789   0.087865       0.974217
9   2020-02-24 22:30:24.446695+00:00    mnist       cnn     0.15      adam        0.0001  0.00010       5  0.057533        0.9820   0.073776       0.978833
10  2020-02-24 23:09:06.109068+00:00    mnist       cnn     0.20      adam        0.0001  0.00100       5  0.227524        0.9364   0.457168       0.874100
11  2020-02-24 23:09:06.109068+00:00    mnist       cnn     0.20      adam        0.0001  0.00100       5  0.182581        0.9467   0.243342       0.928817
12  2020-02-24 23:09:06.109068+00:00    mnist       cnn     0.20      adam        0.0001  0.00100       5  0.158326        0.9539   0.205084       0.940617
13  2020-02-24 23:09:06.109068+00:00    mnist       cnn     0.20      adam        0.0001  0.00100       5  0.145264        0.9580   0.184502       0.946250
14  2020-02-24 23:09:06.109068+00:00    mnist       cnn     0.20      adam        0.0001  0.00100       5  0.137432        0.9592   0.171577       0.950750
15  2020-02-24 20:31:40.337293+00:00    mnist     basic     0.05      adam        0.0001  0.00010       5  0.320705        0.9182   0.624754       0.842317
16  2020-02-24 20:31:40.337293+00:00    mnist     basic     0.05      adam        0.0001  0.00010       5  0.256480        0.9286   0.303776       0.916733
17  2020-02-24 20:31:40.337293+00:00    mnist     basic     0.05      adam        0.0001  0.00010       5  0.226030        0.9370   0.255448       0.929100
18  2020-02-24 20:31:40.337293+00:00    mnist     basic     0.05      adam        0.0001  0.00010       5  0.204966        0.9420   0.226587       0.936683
19  2020-02-24 20:31:40.337293+00:00    mnist     basic     0.05      adam        0.0001  0.00010       5  0.191302        0.9456   0.207584       0.941900
20  2020-02-24 22:26:32.634143+00:00    mnist       cnn     0.15      adam        0.0001  0.00001       5  0.143237        0.9562   0.370389       0.899367
21  2020-02-24 22:26:32.634143+00:00    mnist       cnn     0.15      adam        0.0001  0.00001       5  0.086344        0.9755   0.136333       0.960567
22  2020-02-24 22:26:32.634143+00:00    mnist       cnn     0.15      adam        0.0001  0.00001       5  0.064975        0.9786   0.093796       0.972983
23  2020-02-24 22:26:32.634143+00:00    mnist       cnn     0.15      adam        0.0001  0.00001       5  0.052018        0.9830   0.070808       0.979500
24  2020-02-24 22:26:32.634143+00:00    mnist       cnn     0.15      adam        0.0001  0.00001       5  0.046318        0.9857   0.058576       0.982833
25  2020-02-25 00:32:06.692054+00:00  fashion     basic     0.15      adam        0.0010  0.00010       5  0.431923        0.8481   0.521542       0.818200
26  2020-02-25 00:32:06.692054+00:00  fashion     basic     0.15      adam        0.0010  0.00010       5  0.387932        0.8589   0.389236       0.859650
27  2020-02-25 00:32:06.692054+00:00  fashion     basic     0.15      adam        0.0010  0.00010       5  0.377065        0.8641   0.352825       0.872450
28  2020-02-25 00:32:06.692054+00:00  fashion     basic     0.15      adam        0.0010  0.00010       5  0.361036        0.8703   0.326280       0.881450
29  2020-02-25 00:32:06.692054+00:00  fashion     basic     0.15      adam        0.0010  0.00010       5  0.345373        0.8727   0.310875       0.885533
30  2020-02-24 21:30:55.565348+00:00    mnist       cnn     0.05      adam        0.0010  0.00010       5  0.051593        0.9844   0.139423       0.957450
31  2020-02-24 21:30:55.565348+00:00    mnist       cnn     0.05      adam        0.0010  0.00010       5  0.037201        0.9881   0.046660       0.986033
32  2020-02-24 21:30:55.565348+00:00    mnist       cnn     0.05      adam        0.0010  0.00010       5  0.032641        0.9895   0.029857       0.990950
